dish_id,food_id,grams,note,vai_tro
NIN-PHO-BO-TAI-GVTT-cá,149,1.00,"Đường kính — sách ghi 300 g cho cả công thức (chia 300 suất → 1.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-TAI-GVTT-cá,139,1.67,"Muối — sách ghi 500 g cho cả công thức (chia 300 suất → 1.7 g/suất, chưa có số thải bỏ)",
NIN-PHO-GA-GVTT-cá,5,180.00,"Bánh phở thái — sách ghi 54000 g cho cả công thức (chia 300 suất → 180.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-GA-GVTT-cá,4044,24.00,"Gà mái (hoặc sống thiến) — sách ghi 15000 g cho cả công thức (chia 300 suất → 50.0 g/suất, thải bỏ 52% → ăn được 24.0 g)",
NIN-PHO-GA-GVTT-cá,1106148,0.33,"Tôm khô nõn — dị nguyên hải sản, giữ dù lượng nhỏ — sách ghi 100 g cho cả công thức (chia 300 suất → 0.3 g/suất, chưa có số thải bỏ)",
NIN-PHO-GA-GVTT-cá,78,1.42,"Rau mùi, lá chanh (kho chưa có lá chanh — quy về rau mùi) — sách ghi 500 g cho cả công thức (chia 300 suất → 1.7 g/suất, thải bỏ 15% → ăn được 1.4 g)",
NIN-PHO-GA-GVTT-cá,79,3.80,"Hành hoa — sách ghi 1500 g cho cả công thức (chia 300 suất → 5.0 g/suất, thải bỏ 24% → ăn được 3.8 g)",
NIN-PHO-GA-GVTT-cá,139,1.329,Muối ăn thay Nước mắm — giữ nguyên 515 mg Na,
NIN-PHO-GA-GVTT-cá,149,1.00,"Đường kính — sách ghi 300 g cho cả công thức (chia 300 suất → 1.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-GA-GVTT-cá,5016,1.40,"Hành khô — sách ghi 600 g cho cả công thức (chia 300 suất → 2.0 g/suất, thải bỏ 30% → ăn được 1.4 g)",
NIN-PHO-GA-GVTT-cá,152,1.80,"Gừng — sách ghi 600 g cho cả công thức (chia 300 suất → 2.0 g/suất, thải bỏ 10% → ăn được 1.8 g)",
NIN-PHO-GA-GVTT-cá,139,1.67,"Muối — sách ghi 500 g cho cả công thức (chia 300 suất → 1.7 g/suất, chưa có số thải bỏ)",
GLU-CAI-THIA-XAO-GVTT-cá,3016,150.00,Cải thìa,
GLU-CAI-THIA-XAO-GVTT-cá,129,4.00,Dầu ăn,
GLU-CAI-THIA-XAO-GVTT-cá,151,3.00,Tỏi,
GLU-CAI-THIA-XAO-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
GLU-CANH-CHUA-TEP-GVTT-cá,3045,16.00,Tép gạo (dùng số liệu tôm đồng),
GLU-CANH-CHUA-TEP-GVTT-cá,62,50.00,Giá đỗ,
GLU-CANH-CHUA-TEP-GVTT-cá,85,50.00,Cà chua,
GLU-CANH-CHUA-TEP-GVTT-cá,97,50.00,Đậu bắp,
GLU-CANH-CHUA-TEP-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
GLU-CANH-CAI-XANH-THIT-GVTT-cá,69,100.00,Cải xanh,
GLU-CANH-CAI-XANH-THIT-GVTT-cá,19,10.00,Thịt lợn nạc,
GLU-CANH-CAI-XANH-THIT-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
GLU-RAU-CU-LUOC-GVTT-cá,89,100.00,Su su,
GLU-RAU-CU-LUOC-GVTT-cá,86,50.00,Cà rốt,
GLU-RAU-CU-LUOC-GVTT-cá,139,0.129,Muối ăn thay Nước mắm — giữ nguyên 50 mg Na,
GLU-CANH-BI-XANH-THIT-GVTT-cá,3012,150.00,Bí xanh,
GLU-CANH-BI-XANH-THIT-GVTT-cá,19,10.00,Thịt lợn nạc,
GLU-CANH-BI-XANH-THIT-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
GLU-BAP-CAI-CA-ROT-XAO-GVTT-cá,71,150.00,Bắp cải,
GLU-BAP-CAI-CA-ROT-XAO-GVTT-cá,86,50.00,Cà rốt,
GLU-BAP-CAI-CA-ROT-XAO-GVTT-cá,151,5.00,Tỏi,
GLU-BAP-CAI-CA-ROT-XAO-GVTT-cá,129,5.00,Dầu ăn,
GLU-BAP-CAI-CA-ROT-XAO-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
GLU-BO-XAO-OT-CHUONG-GVTT-cá,21,70.00,Thịt bò nạc,
GLU-BO-XAO-OT-CHUONG-GVTT-cá,2048,100.00,Ớt chuông,
GLU-BO-XAO-OT-CHUONG-GVTT-cá,129,5.00,Dầu ăn,
GLU-BO-XAO-OT-CHUONG-GVTT-cá,151,3.00,Tỏi,
GLU-BO-XAO-OT-CHUONG-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
VN-CANH-RAU-NGOT-GVTT-cá,5002,100.00,Rau ngót,
VN-CANH-RAU-NGOT-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
VN-CANH-RAU-DEN-GVTT-cá,67,100.00,Canh,
VN-CANH-RAU-DEN-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
VN-CANH-BI-XANH-GVTT-cá,3012,100.00,Canh,
VN-CANH-BI-XANH-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
VN-CANH-CAI-THAO-GVTT-cá,70,100.00,Canh,
VN-CANH-CAI-THAO-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
VN-CANH-MUOP-GVTT-cá,93,100.00,Canh,
VN-CANH-MUOP-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
VN-CANH-CAI-XANH-GVTT-cá,69,100.00,Canh,
VN-CANH-CAI-XANH-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
VN-RAU-MUONG-LUOC-GVTT-cá,65,170.00,Rau,
VN-RAU-MUONG-LUOC-GVTT-cá,139,0.129,Muối ăn thay Nước mắm — giữ nguyên 50 mg Na,
VN-CAI-NGOT-LUOC-GVTT-cá,68,170.00,Cải,
VN-CAI-NGOT-LUOC-GVTT-cá,139,0.129,Muối ăn thay Nước mắm — giữ nguyên 50 mg Na,
VN-SU-SU-LUOC-GVTT-cá,89,170.00,Su,
VN-SU-SU-LUOC-GVTT-cá,139,0.129,Muối ăn thay Nước mắm — giữ nguyên 50 mg Na,
VN-BI-XANH-LUOC-GVTT-cá,3012,170.00,Bí,
VN-BI-XANH-LUOC-GVTT-cá,139,0.129,Muối ăn thay Nước mắm — giữ nguyên 50 mg Na,
VN-CAI-THAO-LUOC-GVTT-cá,70,170.00,Cải,
VN-CAI-THAO-LUOC-GVTT-cá,139,0.129,Muối ăn thay Nước mắm — giữ nguyên 50 mg Na,
VN-CAI-BAP-LUOC-GVTT-cá,71,170.00,Cải,
VN-CAI-BAP-LUOC-GVTT-cá,139,0.129,Muối ăn thay Nước mắm — giữ nguyên 50 mg Na,
VN-SU-SU-XAO-GVTT-cá,89,150.00,Su,
VN-SU-SU-XAO-GVTT-cá,129,5.00,Dầu ăn,
VN-SU-SU-XAO-GVTT-cá,151,3.00,Tỏi,
VN-SU-SU-XAO-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
VN-BI-XANH-XAO-GVTT-cá,3012,130.00,Bí,
VN-BI-XANH-XAO-GVTT-cá,129,5.00,Dầu ăn,
VN-BI-XANH-XAO-GVTT-cá,151,3.00,Tỏi,
VN-BI-XANH-XAO-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
VN-GIA-XAO-GVTT-cá,62,130.00,Giá,
VN-GIA-XAO-GVTT-cá,129,5.00,Dầu ăn,
VN-GIA-XAO-GVTT-cá,151,3.00,Tỏi,
VN-GIA-XAO-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
VN-CAI-THAO-XAO-GVTT-cá,70,150.00,Cải,
VN-CAI-THAO-XAO-GVTT-cá,129,5.00,Dầu ăn,
VN-CAI-THAO-XAO-GVTT-cá,151,3.00,Tỏi,
VN-CAI-THAO-XAO-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
VN-MUOP-XAO-GVTT-cá,93,130.00,Mướp,
VN-MUOP-XAO-GVTT-cá,129,5.00,Dầu ăn,
VN-MUOP-XAO-GVTT-cá,151,3.00,Tỏi,
VN-MUOP-XAO-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
TM555-003-GVTT-cá,2032,175.00,"Rau cải soong — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 30% → ăn được 175 g)",
TM555-003-GVTT-cá,19,98.00,"Thịt lợn nạc — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 2% → ăn được 98 g)",
TM555-003-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
TM555-004-GVTT-cá,69,76.00,"Rau cải xanh — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 24% → ăn được 76 g)",
TM555-004-GVTT-cá,19,73.50,"Thịt thăn lợn — sách ghi 150 g cho 2 suất (mua 75 g/suất, thải bỏ 2% → ăn được 74 g)",
TM555-004-GVTT-cá,33,38.70,"Trứng gà — sách ghi 90 g cho 2 suất (mua 45 g/suất, thải bỏ 14% → ăn được 39 g)",
TM555-004-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
TM555-010-GVTT-cá,2061,150.00,"Hoa lơ — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 40% → ăn được 150 g)",
TM555-010-GVTT-cá,4044,48.00,"Thịt gà — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 52% → ăn được 48 g)",
TM555-010-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
TM555-011-GVTT-cá,88,194.00,"Su hào — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 22.4% → ăn được 194 g)",
TM555-011-GVTT-cá,4060,86.00,"Sườn lợn — sách ghi 400 g cho 2 suất (mua 200 g/suất, thải bỏ 57% → ăn được 86 g)",
TM555-011-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
TM555-016-GVTT-cá,93,203.00,"Mướp hương — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 18.8% → ăn được 203 g)",
TM555-016-GVTT-cá,74,80.00,"Rau đay — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 20% → ăn được 80 g)",
TM555-016-GVTT-cá,49,46.50,"Cua đồng — sách ghi 300 g cho 2 suất (mua 150 g/suất, thải bỏ 69% → ăn được 47 g)",
TM555-016-GVTT-cá,144,2.50,"Mắm tôm — sách ghi 5 g cho 2 suất (mua 2 g/suất, chưa có số thải bỏ)",
TM555-016-GVTT-cá,139,0.125,Muối ăn thay Nước mắm — giữ nguyên 49 mg Na,
TM555-017-GVTT-cá,92,161.75,"Bầu — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 35.3% → ăn được 162 g)",
TM555-017-GVTT-cá,49,46.50,"Cua đồng — sách ghi 300 g cho 2 suất (mua 150 g/suất, thải bỏ 69% → ăn được 47 g)",
TM555-017-GVTT-cá,139,0.386,Muối ăn thay Nước mắm — giữ nguyên 150 mg Na,
TM555-008-GVTT-cá,71,225.00,"Bắp cải — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 10% → ăn được 225 g)",
TM555-008-GVTT-cá,4044,48.00,"Thịt gà — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 52% → ăn được 48 g)",
TM555-008-GVTT-cá,139,0.129,Muối ăn thay Nước mắm — giữ nguyên 50 mg Na,
TM555-012-GVTT-cá,89,320.00,"Su su — sách ghi 800 g cho 2 suất (mua 400 g/suất, thải bỏ 20% → ăn được 320 g)",
TM555-012-GVTT-cá,19,122.50,"Thịt lợn nạc — sách ghi 250 g cho 2 suất (mua 125 g/suất, thải bỏ 2% → ăn được 122 g)",
TM555-012-GVTT-cá,151,4.00,"Tỏi khô — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 20% → ăn được 4 g)",
TM555-012-GVTT-cá,5016,7.00,"Hành củ khô — sách ghi 20 g cho 2 suất (mua 10 g/suất, thải bỏ 30% → ăn được 7 g)",
TM555-012-GVTT-cá,4028,2.25,"Mộc nhĩ — sách ghi 5 g cho 2 suất (mua 2 g/suất, thải bỏ 10% → ăn được 2 g)",
TM555-012-GVTT-cá,139,0.775,Muối ăn thay Nước mắm — giữ nguyên 300 mg Na,
TM555-013-GVTT-cá,89,200.00,"Su su — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 20% → ăn được 200 g)",
TM555-013-GVTT-cá,20,73.50,"Thịt ba chỉ — sách ghi 150 g cho 2 suất (mua 75 g/suất, thải bỏ 2% → ăn được 74 g)",
TM555-013-GVTT-cá,34,52.80,"Trứng vịt — sách ghi 120 g cho 2 suất (mua 60 g/suất, thải bỏ 12% → ăn được 53 g)",
TM555-013-GVTT-cá,4018,7.60,"Hành củ — sách ghi 20 g cho 2 suất (mua 10 g/suất, thải bỏ 24% → ăn được 8 g)",
TM555-013-GVTT-cá,130,25.00,"Mỡ nước — sách ghi 50 g cho 2 suất (mua 25 g/suất, chưa có số thải bỏ)",
TM555-013-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
TM555-020-GVTT-cá,94,200.00,"Mướp đắng — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 20% → ăn được 200 g)",
TM555-020-GVTT-cá,19,147.00,"Thịt nạc vai — sách ghi 300 g cho 2 suất (mua 150 g/suất, thải bỏ 2% → ăn được 147 g)",
TM555-020-GVTT-cá,4018,3.80,"Hành củ — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 24% → ăn được 4 g)",
TM555-020-GVTT-cá,79,7.60,"Hành lá — sách ghi 20 g cho 2 suất (mua 10 g/suất, thải bỏ 24% → ăn được 8 g)",
TM555-020-GVTT-cá,139,0.775,Muối ăn thay Nước mắm — giữ nguyên 300 mg Na,
TM555-023-GVTT-cá,93,203.00,"Mướp non — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 18.8% → ăn được 203 g)",
TM555-023-GVTT-cá,3040,98.00,"Thịt bò loại 1 — sách ghi 200 g cho 2 suất (mua 100 g/suất, thải bỏ 2% → ăn được 98 g)",
TM555-023-GVTT-cá,79,19.00,"Hành tươi — sách ghi 50 g cho 2 suất (mua 25 g/suất, thải bỏ 24% → ăn được 19 g)",
TM555-023-GVTT-cá,151,4.00,"Tỏi khô — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 20% → ăn được 4 g)",
TM555-023-GVTT-cá,130,15.00,"Mỡ nước — sách ghi 30 g cho 2 suất (mua 15 g/suất, chưa có số thải bỏ)",
TM555-023-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
TM555-014-GVTT-cá,89,200.00,"Su su — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 20% → ăn được 200 g)",
TM555-014-GVTT-cá,86,42.50,"Cà rốt — sách ghi 100 g cho 2 suất (mua 50 g/suất, thải bỏ 15% → ăn được 42 g)",
TM555-014-GVTT-cá,20,49.00,"Thịt ba chỉ — sách ghi 100 g cho 2 suất (mua 50 g/suất, thải bỏ 2% → ăn được 49 g)",
TM555-014-GVTT-cá,2144,45.00,"Tôm tươi — sách ghi 100 g cho 2 suất (mua 50 g/suất, thải bỏ 10% → ăn được 45 g)",
TM555-014-GVTT-cá,3009,25.00,"Lạc — sách ghi 50 g cho 2 suất (mua 25 g/suất, chưa có số thải bỏ)",
TM555-014-GVTT-cá,5019,10.00,"Dấm — sách ghi 20 g cho 2 suất (mua 10 g/suất, chưa có số thải bỏ)",
TM555-014-GVTT-cá,5015,4.10,"Ớt — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 18% → ăn được 4 g)",
TM555-014-GVTT-cá,151,4.00,"Tỏi — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 20% → ăn được 4 g)",
TM555-014-GVTT-cá,149,5.00,"Đường — sách ghi 10 g cho 2 suất (mua 5 g/suất, chưa có số thải bỏ)",
TM555-014-GVTT-cá,139,0.129,Muối ăn thay Nước mắm — giữ nguyên 50 mg Na,
TM555-018-GVTT-cá,92,161.75,"Bầu — sách ghi 500 g cho 2 suất (mua 250 g/suất, thải bỏ 35.3% → ăn được 162 g)",
TM555-018-GVTT-cá,19,49.00,"Thịt nạc vai — sách ghi 100 g cho 2 suất (mua 50 g/suất, thải bỏ 2% → ăn được 49 g)",
TM555-018-GVTT-cá,2144,67.50,"Tôm tươi — sách ghi 150 g cho 2 suất (mua 75 g/suất, thải bỏ 10% → ăn được 68 g)",
TM555-018-GVTT-cá,5016,3.50,"Hành khô — sách ghi 10 g cho 2 suất (mua 5 g/suất, thải bỏ 30% → ăn được 4 g)",
TM555-018-GVTT-cá,130,5.00,"Mỡ nước — sách ghi 10 g cho 2 suất (mua 5 g/suất, chưa có số thải bỏ)",
TM555-018-GVTT-cá,139,0.464,Muối ăn thay Nước mắm — giữ nguyên 180 mg Na,
NIN-BANH-DAU-XANH-HAP,58,9.423,"Đậu xanh — sách ghi 500 g cho cả công thức, chia 52 suất -> 9.62 g/suất",
NIN-BANH-DAU-XANH-HAP,3007,5.769,"Cùi dừa già — sách ghi 300 g cho cả công thức, chia 52 suất -> 5.77 g/suất",
NIN-BANH-DAU-XANH-HAP,149,7.692,"Đường kính — sách ghi 400 g cho cả công thức, chia 52 suất -> 7.69 g/suất",
NIN-BANH-DAU-XANH-HAP,1105918,1.923,"Bột đao (= bột củ dong; kho có 'Bột dong lọc', nguồn estimated) — sách ghi 100 g cho cả công thức, chia 52 suất -> 1.92 g/suất",
NIN-BANH-DAU-XANH-MO,4010,8.621,"Bột đậu xanh rang — sách ghi 1000 g cho cả công thức, chia 116 suất -> 8.62 g/suất",
NIN-BANH-DAU-XANH-MO,149,10.345,"Đường — sách ghi 1200 g cho cả công thức, chia 116 suất -> 10.34 g/suất",
NIN-BANH-DAU-XANH-MO,130,6.034,"Mỡ nước — sách ghi 700 g cho cả công thức, chia 116 suất -> 6.03 g/suất",
NIN-BANH-GIO,2008,100.00,"Bột tẻ lọc — sách ghi 800 g cho cả công thức (chia 8 suất → 100.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-GIO,19,49.00,"Thịt nạc vai — sách ghi 400 g cho cả công thức (chia 8 suất → 50.0 g/suất, thải bỏ 2% → ăn được 49.0 g)",
NIN-BANH-GIO,4028,1.69,"Mộc nhĩ — sách ghi 15 g cho cả công thức (chia 8 suất → 1.9 g/suất, thải bỏ 10% → ăn được 1.7 g)",
NIN-BANH-GIO,5016,0.88,"Hành khô — sách ghi 10 g cho cả công thức (chia 8 suất → 1.2 g/suất, thải bỏ 30% → ăn được 0.9 g)",
NIN-PHO-BO-CHIN,5,180.00,"Bánh phở thái (định lượng 1 bát) — sách ghi 180 g cho cả công thức (chia 1 suất → 180.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-CHIN,22,34.00,"Thịt bò chín 18-20 g = 33-36 g sống, lấy 34 g — sách ghi 34 g cho cả công thức (chia 1 suất → 34.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-CHIN,79,3.04,"Hành hoa (phần 'rau, gia vị trong bát' 6-7 g) — sách ghi 4 g cho cả công thức (chia 1 suất → 4.0 g/suất, thải bỏ 24% → ăn được 3.0 g)",
NIN-PHO-BO-CHIN,78,2.12,"Rau mùi (phần 'rau, gia vị trong bát' 6-7 g) — sách ghi 2.5 g cho cả công thức (chia 1 suất → 2.5 g/suất, thải bỏ 15% → ăn được 2.1 g)",
NIN-PHO-BO-CHIN,137,6.67,"Nước mắm nêm nước dùng — 2000 g/300 bát — sách ghi 6.67 g cho cả công thức (chia 1 suất → 6.7 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-CHIN,152,2.25,"Gừng nướng cho nước dùng — 750 g/300 bát — sách ghi 2.5 g cho cả công thức (chia 1 suất → 2.5 g/suất, thải bỏ 10% → ăn được 2.2 g)",
NIN-PHO-BO-CHIN,5016,1.05,"Hành khô nướng cho nước dùng — 450 g/300 bát — sách ghi 1.5 g cho cả công thức (chia 1 suất → 1.5 g/suất, thải bỏ 30% → ăn được 1.0 g)",
NIN-PHO-GA,5,180.00,"Bánh phở thái — sách ghi 54000 g cho cả công thức (chia 300 suất → 180.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-GA,4044,24.00,"Gà mái (hoặc sống thiến) — sách ghi 15000 g cho cả công thức (chia 300 suất → 50.0 g/suất, thải bỏ 52% → ăn được 24.0 g)",
NIN-PHO-GA,1106148,0.33,"Tôm khô nõn — dị nguyên hải sản, giữ dù lượng nhỏ — sách ghi 100 g cho cả công thức (chia 300 suất → 0.3 g/suất, chưa có số thải bỏ)",
NIN-PHO-GA,78,1.42,"Rau mùi, lá chanh (kho chưa có lá chanh — quy về rau mùi) — sách ghi 500 g cho cả công thức (chia 300 suất → 1.7 g/suất, thải bỏ 15% → ăn được 1.4 g)",
NIN-PHO-GA,79,3.80,"Hành hoa — sách ghi 1500 g cho cả công thức (chia 300 suất → 5.0 g/suất, thải bỏ 24% → ăn được 3.8 g)",
NIN-PHO-GA,137,3.335,"Nước mắm I — sách ghi 2000 g cho cả công thức (chia 300 suất → 6.7 g/suất, chưa có số thải bỏ) [tiết chế 2026-08-18: hạ còn 50% để giảm natri, R2 chốt]",
NIN-PHO-GA,149,1.00,"Đường kính — sách ghi 300 g cho cả công thức (chia 300 suất → 1.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-GA,5016,1.40,"Hành khô — sách ghi 600 g cho cả công thức (chia 300 suất → 2.0 g/suất, thải bỏ 30% → ăn được 1.4 g)",
NIN-PHO-GA,152,1.80,"Gừng — sách ghi 600 g cho cả công thức (chia 300 suất → 2.0 g/suất, thải bỏ 10% → ăn được 1.8 g)",
NIN-PHO-GA,139,0.835,"Muối — sách ghi 500 g cho cả công thức (chia 300 suất → 1.7 g/suất, chưa có số thải bỏ) [tiết chế 2026-08-18: hạ còn 50% để giảm natri, R2 chốt]",
NIN-PHO-BO-TAI,5,180.00,"Bánh phở thái — sách ghi 54000 g cho cả công thức (chia 300 suất → 180.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-TAI,21,32.67,"Thịt bò lọc nõn — sách ghi 10000 g cho cả công thức (chia 300 suất → 33.3 g/suất, thải bỏ 2% → ăn được 32.7 g)",
NIN-PHO-BO-TAI,130,10.00,"Mỡ nước (thịt được LĂN qua chảo mỡ — đặc trưng món tái lăn) — sách ghi 3000 g cho cả công thức (chia 300 suất → 10.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-TAI,79,3.80,"Hành hoa — sách ghi 1500 g cho cả công thức (chia 300 suất → 5.0 g/suất, thải bỏ 24% → ăn được 3.8 g)",
NIN-PHO-BO-TAI,78,1.42,"Rau thơm, mùi — sách ghi 500 g cho cả công thức (chia 300 suất → 1.7 g/suất, thải bỏ 15% → ăn được 1.4 g)",
NIN-PHO-BO-TAI,137,7.33,"Nước mắm (200 g ướp thịt + 2000 ml nêm nước dùng) — sách ghi 2200 g cho cả công thức (chia 300 suất → 7.3 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-TAI,152,2.55,"Gừng (100 g ướp thịt + 750 g nướng cho nước dùng) — sách ghi 850 g cho cả công thức (chia 300 suất → 2.8 g/suất, thải bỏ 10% → ăn được 2.6 g)",
NIN-PHO-BO-TAI,149,1.00,"Đường kính — sách ghi 300 g cho cả công thức (chia 300 suất → 1.0 g/suất, chưa có số thải bỏ)",
NIN-PHO-BO-TAI,139,1.67,"Muối — sách ghi 500 g cho cả công thức (chia 300 suất → 1.7 g/suất, chưa có số thải bỏ)",
NIN-BUN-CHA,19,58.80,"Thịt nạc vai (kho không tách vai — dùng Thịt lợn nạc) — sách ghi 6000 g cho cả công thức (chia 100 suất → 60.0 g/suất, thải bỏ 2% → ăn được 58.8 g)",
NIN-BUN-CHA,20,39.20,"Thịt ba chỉ — sách ghi 4000 g cho cả công thức (chia 100 suất → 40.0 g/suất, thải bỏ 2% → ăn được 39.2 g)",
NIN-BUN-CHA,4,170.00,"Bún — sách ghi 17000 g cho cả công thức (chia 100 suất → 170.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-CHA,76,30.00,"Xà lách — sách ghi 3000 g cho cả công thức (chia 100 suất → 30.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-CHA,3020,20.00,"Đu đủ xanh (dưa góp) — sách ghi 2000 g cho cả công thức (chia 100 suất → 20.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-CHA,86,8.50,"Cà rốt (dưa góp) — sách ghi 1000 g cho cả công thức (chia 100 suất → 10.0 g/suất, thải bỏ 15% → ăn được 8.5 g)",
NIN-BUN-CHA,5019,10.00,"Dấm — sách ghi 1000 g cho cả công thức (chia 100 suất → 10.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-CHA,78,1.70,"Rau mùi — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 15% → ăn được 1.7 g)",
NIN-BUN-CHA,5016,1.40,"Hành củ khô — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 30% → ăn được 1.4 g)",
NIN-BUN-CHA,151,1.60,"Tỏi — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 20% → ăn được 1.6 g)",
NIN-BUN-CHA,149,3.00,"Đường — sách ghi 300 g cho cả công thức (chia 100 suất → 3.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-CHA,147,1.00,"Ớt tươi (kho chỉ có Tương ớt — gần nhất) — sách ghi 100 g cho cả công thức (chia 100 suất → 1.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-OC,4,170.00,"Bún — sách ghi 17000 g cho cả công thức (chia 100 suất → 170.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-OC,4107,60.00,"Ốc nhồi to — dị nguyên hải sản — sách ghi 6000 g cho cả công thức (chia 100 suất → 60.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-OC,85,50.00,"Cà chua — sách ghi 5000 g cho cả công thức (chia 100 suất → 50.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-OC,5019,20.00,"Dấm bỗng (kho chỉ có Giấm — gần nhất) — sách ghi 2000 g cho cả công thức (chia 100 suất → 20.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-OC,79,7.60,"Hành hoa — sách ghi 1000 g cho cả công thức (chia 100 suất → 10.0 g/suất, thải bỏ 24% → ăn được 7.6 g)",
NIN-BUN-OC,130,5.00,"Mỡ nước — sách ghi 500 g cho cả công thức (chia 100 suất → 5.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-OC,137,5.00,"Nước mắm — sách ghi 500 g cho cả công thức (chia 100 suất → 5.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-OC,147,3.00,"Ớt tươi (kho chỉ có Tương ớt) — sách ghi 300 g cho cả công thức (chia 100 suất → 3.0 g/suất, chưa có số thải bỏ)",
NIN-BUN-OC,139,3.00,"Muối — sách ghi 300 g cho cả công thức (chia 100 suất → 3.0 g/suất, chưa có số thải bỏ)",
